Make,Model,Type,MSRP,Fuel,Air Pollution Score,Invoice,EngineSize,Cert Region,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Origin,DriveTrain
Saturn,Ion1 4dr,Sedan,"$10,995",Electric,6,"$10,319",2.2,CA,4,140,26,35,2692,103,185,USA,Front
Saturn,Ion1 4dr,Sedan,"$10,319",Electric,6,"$10,995",2.2,CA,4,140,26,35,2692,103,185,USA,Front
Lexus,IS 300 4dr auto,Sedan,"$32,415",Petrol,9,"$28,611",3,FA,6,215,18,24,3285,105,177,Asia,Rear
Lexus,IS 300 4dr auto,Sedan,"$28,611",Petrol,9,"$32,415",3,FA,6,215,18,24,3285,105,177,Asia,Rear
Lexus,IS 300 4dr manual,Sedan,"$31,045",Petrol,9,"$27,404",3,FA,6,215,18,25,3255,105,177,Asia,Rear
Lexus,IS 300 4dr manual,Sedan,"$27,404",Petrol,9,"$31,045",3,FA,6,215,18,25,3255,105,177,Asia,Rear
Lexus,IS 300 SportCross,Wagon,"$32,455",Petrol,9,"$28,647",3,FA,6,215,18,24,3410,105,177,Asia,Rear
Lexus,IS 300 SportCross,Wagon,"$28,647",Petrol,9,"$32,455",3,FA,6,215,18,24,3410,105,177,Asia,Rear
Volkswagen,Jetta GL,Wagon,"$19,005",Gasline,6,"$17,427",2,CA,4,115,24,30,3034,99,174,Europe,Front
Volkswagen,Jetta GL,Wagon,"$17,427",Gasline,6,"$19,005",2,CA,4,115,24,30,3034,99,174,Europe,Front
Volkswagen,Jetta GLI VR6 4dr,Sedan,"$23,785",Gasline,6,"$21,686",2.8,CA,6,200,21,30,3179,99,172,Europe,Front
Volkswagen,Jetta GLI VR6 4dr,Sedan,"$21,686",Gasline,6,"$23,785",2.8,CA,6,200,21,30,3179,99,172,Europe,Front
Volkswagen,Jetta GLS TDI 4dr,Sedan,"$21,055",Gasline,6,"$19,638",1.9,CA,4,100,38,46,3003,99,172,Europe,Front
Volkswagen,Jetta GLS TDI 4dr,Sedan,"$19,638",Gasline,6,"$21,055",1.9,CA,4,100,38,46,3003,99,172,Europe,Front
Saturn,L300 2,Wagon,"$23,560",Electric,6,"$21,779",2.2,CA,4,140,24,34,3109,107,190,USA,Front
Saturn,L300 2,Wagon,"$21,779",Electric,6,"$23,560",2.2,CA,4,140,24,34,3109,107,190,USA,Front
Saturn,L300-2 4dr,Sedan,"$21,410",Electric,6,"$19,801",3,CA,6,182,20,28,3197,107,190,USA,Front
Saturn,L300-2 4dr,Sedan,"$19,801",Electric,6,"$21,410",3,CA,6,182,20,28,3197,107,190,USA,Front
Mitsubishi,Lancer ES 4dr,Sedan,"$14,622",Petrol,9,"$13,751",2,FA,4,120,25,31,2656,102,181,Asia,Front
Mitsubishi,Lancer ES 4dr,Sedan,"$13,751",Petrol,9,"$14,622",2,FA,4,120,25,31,2656,102,181,Asia,Front
Mitsubishi,Lancer Evolution 4dr,Sports,"$29,562",Petrol,9,"$27,466",2,FA,4,271,18,26,3263,103,179,Asia,Front
Mitsubishi,Lancer Evolution 4dr,Sports,"$27,466",Petrol,9,"$29,562",2,FA,4,271,18,26,3263,103,179,Asia,Front
Mitsubishi,Lancer LS 4dr,Sedan,"$16,722",Petrol,9,"$15,718",2,CA,4,120,25,31,2795,102,181,Asia,Front
Mitsubishi,Lancer LS 4dr,Sedan,"$15,718",Petrol,9,"$16,722",2,CA,4,120,25,31,2795,102,181,Asia,Front
Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,"$17,232",Petrol,9,"$16,196",2,CA,4,120,25,31,2744,102,181,Asia,Front
Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,"$16,196",Petrol,9,"$17,232",2,CA,4,120,25,31,2744,102,181,Asia,Front
Mitsubishi,Lancer Sportback LS,Wagon,"$17,495",Petrol,9,"$16,295",2.4,CA,4,160,25,31,3020,102,181,Asia,Front
Mitsubishi,Lancer Sportback LS,Wagon,"$16,295",Petrol,9,"$17,495",2.4,CA,4,160,25,31,3020,102,181,Asia,Front
Toyota,Land Cruiser,SUV,"$54,765",Petrol,9,"$47,986",4.7,CA,8,325,13,17,5390,112,193,Asia,All
Toyota,Land Cruiser,SUV,"$47,986",Petrol,9,"$54,765",4.7,CA,8,325,13,17,5390,112,193,Asia,All
Subaru,Legacy GT 4dr,Sedan,"$25,645",Petrol,9,"$23,336",2.5,CA,4,165,21,28,3395,104,184,Asia,All
Subaru,Legacy GT 4dr,Sedan,"$23,336",Petrol,9,"$25,645",2.5,CA,4,165,21,28,3395,104,184,Asia,All
Subaru,Legacy L 4dr,Sedan,"$20,445",Petrol,9,"$18,713",2.5,FA,4,165,21,28,3285,104,184,Asia,All
Subaru,Legacy L 4dr,Sedan,"$18,713",Petrol,9,"$20,445",2.5,FA,4,165,21,28,3285,104,184,Asia,All
Buick,LeSabre Custom 4dr,Sedan,"$26,470",Electric,6,"$24,282",3.8,CA,6,205,20,29,3567,112,200,USA,Front
Buick,LeSabre Custom 4dr,Sedan,"$24,282",Electric,6,"$26,470",3.8,CA,6,205,20,29,3567,112,200,USA,Front
Buick,LeSabre Limited 4dr,Sedan,"$32,245",Electric,6,"$29,566",3.8,CA,6,205,20,29,3591,112,200,USA,Front
Buick,LeSabre Limited 4dr,Sedan,"$29,566",Electric,6,"$32,245",3.8,CA,6,205,20,29,3591,112,200,USA,Front
Jeep,Liberty Sport,SUV,"$20,130",Electric,6,"$18,973",2.4,CA,4,150,20,24,3826,104,174,USA,All
Jeep,Liberty Sport,SUV,"$18,973",Electric,6,"$20,130",2.4,CA,4,150,20,24,3826,104,174,USA,All
Saturn,lon2 4dr,Sedan,"$14,300",Electric,6,"$13,393",2.2,CA,4,140,26,35,2692,103,185,USA,Front
Saturn,lon2 4dr,Sedan,"$13,393",Electric,6,"$14,300",2.2,CA,4,140,26,35,2692,103,185,USA,Front
Saturn,lon2 quad coupe 2dr,Sedan,"$14,850",Electric,6,"$13,904",2.2,CA,4,140,26,35,2751,103,185,USA,Front
Saturn,lon2 quad coupe 2dr,Sedan,"$13,904",Electric,6,"$14,850",2.2,CA,4,140,26,35,2751,103,185,USA,Front
Saturn,lon3 4dr,Sedan,"$15,825",Electric,6,"$14,811",2.2,CA,4,140,26,35,2692,103,185,USA,Front
Saturn,lon3 4dr,Sedan,"$14,811",Electric,6,"$15,825",2.2,CA,4,140,26,35,2692,103,185,USA,Front
Saturn,lon3 quad coupe 2dr,Sedan,"$16,350",Electric,6,"$15,299",2.2,CA,4,140,26,35,2751,103,185,USA,Front
Saturn,lon3 quad coupe 2dr,Sedan,"$15,299",Electric,6,"$16,350",2.2,CA,4,140,26,35,2751,103,185,USA,Front
Lexus,LS 430 4dr,Sedan,"$55,750",Petrol,9,"$48,583",4.3,CA,8,290,18,25,3990,115,197,Asia,Rear
Lexus,LS 430 4dr,Sedan,"$48,583",Petrol,9,"$55,750",4.3,CA,8,290,18,25,3990,115,197,Asia,Rear
Lincoln,LS V6 Luxury 4dr,Sedan,"$32,495",Electric,6,"$29,969",3,CA,6,232,20,26,3681,115,194,USA,Rear
Lincoln,LS V6 Luxury 4dr,Sedan,"$29,969",Electric,6,"$32,495",3,CA,6,232,20,26,3681,115,194,USA,Rear
Lincoln,LS V6 Premium 4dr,Sedan,"$36,895",Electric,6,"$33,929",3,CA,6,232,20,26,3681,115,194,USA,Rear
Lincoln,LS V6 Premium 4dr,Sedan,"$33,929",Electric,6,"$36,895",3,CA,6,232,20,26,3681,115,194,USA,Rear
Lincoln,LS V8 Sport 4dr,Sedan,"$40,095",Electric,6,"$36,809",3.9,CA,8,280,17,24,3768,115,194,USA,Rear
Lincoln,LS V8 Sport 4dr,Sedan,"$36,809",Electric,6,"$40,095",3.9,CA,8,280,17,24,3768,115,194,USA,Rear
Lincoln,LS V8 Ultimate 4dr,Sedan,"$43,495",Electric,6,"$39,869",3.9,CA,8,280,17,24,3768,115,194,USA,Rear
Lincoln,LS V8 Ultimate 4dr,Sedan,"$39,869",Electric,6,"$43,495",3.9,CA,8,280,17,24,3768,115,194,USA,Rear
Lexus,LX 470,SUV,"$64,800",Petrol,9,"$56,455",4.7,CA,8,235,13,17,5590,112,193,Asia,All
Lexus,LX 470,SUV,"$56,455",Petrol,9,"$64,800",4.7,CA,8,235,13,17,5590,112,193,Asia,All
BMW,M3 convertible 2dr,Sports,"$56,595",Gasline,6,"$51,815",3.2,CA,6,333,16,23,3781,108,177,Europe,Rear
BMW,M3 convertible 2dr,Sports,"$51,815",Gasline,6,"$56,595",3.2,CA,6,333,16,23,3781,108,177,Europe,Rear
BMW,M3 coupe 2dr,Sports,"$48,195",Gasline,6,"$44,170",3.2,CA,6,333,16,24,3415,108,177,Europe,Rear
BMW,M3 coupe 2dr,Sports,"$44,170",Gasline,6,"$48,195",3.2,CA,6,333,16,24,3415,108,177,Europe,Rear
Infiniti,M45 4dr,Sedan,"$42,845",Petrol,9,"$38,792",4.5,CA,8,340,17,23,3851,110,197,Asia,Rear
Infiniti,M45 4dr,Sedan,"$38,792",Petrol,9,"$42,845",4.5,CA,8,340,17,23,3851,110,197,Asia,Rear
Chevrolet,Malibu 4dr,Sedan,"$18,995",Electric,6,"$17,434",2.2,CA,4,145,24,34,3174,106,188,USA,Front
Chevrolet,Malibu 4dr,Sedan,"$17,434",Electric,6,"$18,995",2.2,CA,4,145,24,34,3174,106,188,USA,Front
Chevrolet,Malibu LS 4dr,Sedan,"$20,370",Electric,6,"$18,639",3.5,CA,6,200,22,30,3297,106,188,USA,Front
Chevrolet,Malibu LS 4dr,Sedan,"$18,639",Electric,6,"$20,370",3.5,CA,6,200,22,30,3297,106,188,USA,Front
Chevrolet,Malibu LT 4dr,Sedan,"$23,495",Electric,6,"$21,551",3.5,CA,6,200,23,32,3315,106,188,USA,Front
Chevrolet,Malibu LT 4dr,Sedan,"$21,551",Electric,6,"$23,495",3.5,CA,6,200,23,32,3315,106,188,USA,Front
Chevrolet,Malibu Maxx LS,Wagon,"$22,225",Electric,6,"$20,394",3.5,CA,6,200,22,30,3458,112,188,USA,Front
Chevrolet,Malibu Maxx LS,Wagon,"$20,394",Electric,6,"$22,225",3.5,CA,6,200,22,30,3458,112,188,USA,Front
Mercury,Marauder 4dr,Sedan,"$34,495",Electric,6,"$31,558",4.6,CA,8,302,17,23,4195,115,212,USA,Rear
Mercury,Marauder 4dr,Sedan,"$31,558",Electric,6,"$34,495",4.6,CA,8,302,17,23,4195,115,212,USA,Rear
Toyota,Matrix XR,Wagon,"$16,695",Petrol,9,"$15,156",1.8,CA,4,130,29,36,2679,102,171,Asia,Front
Toyota,Matrix XR,Wagon,"$15,156",Petrol,9,"$16,695",1.8,CA,4,130,29,36,2679,102,171,Asia,Front
Nissan,Maxima SE 4dr,Sedan,"$27,490",Petrol,9,"$25,182",3.5,CA,6,265,20,28,3473,111,194,Asia,Front
Nissan,Maxima SE 4dr,Sedan,"$25,182",Petrol,9,"$27,490",3.5,CA,6,265,20,28,3473,111,194,Asia,Front
Nissan,Maxima SL 4dr,Sedan,"$29,440",Petrol,9,"$26,966",3.5,CA,6,265,20,28,3476,111,194,Asia,Front
Nissan,Maxima SL 4dr,Sedan,"$26,966",Petrol,9,"$29,440",3.5,CA,6,265,20,28,3476,111,194,Asia,Front
Mazda,Mazda3 i 4dr,Sedan,"$15,500",Petrol,9,"$14,525",2,CA,4,148,26,34,2696,104,178,Asia,Front
Mazda,Mazda3 i 4dr,Sedan,"$14,525",Petrol,9,"$15,500",2,CA,4,148,26,34,2696,104,178,Asia,Front
Mazda,Mazda3 s 4dr,Sedan,"$17,200",Petrol,9,"$15,922",2.3,CA,4,160,25,31,2762,104,179,Asia,Front
Mazda,Mazda3 s 4dr,Sedan,"$15,922",Petrol,9,"$17,200",2.3,CA,4,160,25,31,2762,104,179,Asia,Front
Mazda,Mazda6 i 4dr,Sedan,"$19,270",Petrol,9,"$17,817",2.3,CA,4,160,24,32,3042,105,187,Asia,Front
Mazda,Mazda6 i 4dr,Sedan,"$17,817",Petrol,9,"$19,270",2.3,CA,4,160,24,32,3042,105,187,Asia,Front
Acura,MDX,SUV,"$36,945",Petrol,9,"$33,337",3.5,CA,6,265,17,23,4451,106,189,Asia,All
Acura,MDX,SUV,"$33,337",Petrol,9,"$36,945",3.5,CA,6,265,17,23,4451,106,189,Asia,All
Mercedes-Benz,ML500,SUV,"$46,470",Gasline,6,"$43,268",5,CA,8,288,14,17,4874,111,183,Europe,All
Mercedes-Benz,ML500,SUV,"$43,268",Gasline,6,"$46,470",5,CA,8,288,14,17,4874,111,183,Europe,All
Pontiac,Montana,Sedan,"$23,845",Electric,6,"$21,644",3.4,CA,6,185,19,26,3803,112,187,USA,Front
Pontiac,Montana,Sedan,"$21,644",Electric,6,"$23,845",3.4,CA,6,185,19,26,3803,112,187,USA,Front
Pontiac,Montana EWB,Sedan,"$31,370",Electric,6,"$28,454",3.4,CA,6,185,18,24,4431,121,201,USA,All
Pontiac,Montana EWB,Sedan,"$28,454",Electric,6,"$31,370",3.4,CA,6,185,18,24,4431,121,201,USA,All
Chevrolet,Monte Carlo LS 2dr,Sedan,"$21,825",Electric,6,"$20,026",3.4,CA,6,180,21,32,3340,111,198,USA,Front
Chevrolet,Monte Carlo LS 2dr,Sedan,"$20,026",Electric,6,"$21,825",3.4,CA,6,180,21,32,3340,111,198,USA,Front
Chevrolet,Monte Carlo SS 2dr,Sedan,"$24,225",Electric,6,"$22,222",3.8,CA,6,200,18,28,3434,111,198,USA,Front
Chevrolet,Monte Carlo SS 2dr,Sedan,"$22,222",Electric,6,"$24,225",3.8,CA,6,200,18,28,3434,111,198,USA,Front
Mercury,Monterey Luxury,Sedan,"$33,995",Electric,6,"$30,846",4.2,CA,6,201,16,23,4340,121,202,USA,Front
Mercury,Monterey Luxury,Sedan,"$30,846",Electric,6,"$33,995",4.2,CA,6,201,16,23,4340,121,202,USA,Front
Mitsubishi,Montero XLS,SUV,"$33,112",Petrol,9,"$30,763",3.8,CA,6,215,15,19,4718,110,190,Asia,All
Mitsubishi,Montero XLS,SUV,"$30,763",Petrol,9,"$33,112",3.8,CA,6,215,15,19,4718,110,190,Asia,All
Mercury,Mountaineer,SUV,"$29,995",Electric,6,"$27,317",4,CA,6,210,16,21,4374,114,190,USA,Front
Mercury,Mountaineer,SUV,"$27,317",Electric,6,"$29,995",4,CA,6,210,16,21,4374,114,190,USA,Front
Mazda,MPV ES,Sedan,"$28,750",Petrol,9,"$26,600",3,CA,6,200,18,25,3812,112,188,Asia,Front
Mazda,MPV ES,Sedan,"$26,600",Petrol,9,"$28,750",3,CA,6,200,18,25,3812,112,188,Asia,Front
Toyota,MR2 Spyder convertible 2dr,Sports,"$25,130",Petrol,9,"$22,787",1.8,CA,4,138,26,32,2195,97,153,Asia,Rear
Toyota,MR2 Spyder convertible 2dr,Sports,"$22,787",Petrol,9,"$25,130",1.8,CA,4,138,26,32,2195,97,153,Asia,Rear
Nissan,Murano SL,Wagon,"$28,739",Petrol,9,"$27,300",3.5,CA,6,245,20,25,3801,111,188,Asia,Rear
Nissan,Murano SL,Wagon,"$27,300",Petrol,9,"$28,739",3.5,CA,6,245,20,25,3801,111,188,Asia,Rear
Ford,Mustang 2dr (convertible),Sports,"$18,345",Electric,6,"$16,943",3.8,CA,6,193,20,29,3290,101,183,USA,Rear
Ford,Mustang 2dr (convertible),Sports,"$16,943",Electric,6,"$18,345",3.8,CA,6,193,20,29,3290,101,183,USA,Rear
Ford,Mustang GT Premium convertible 2dr,Sports,"$29,380",Electric,6,"$26,875",4.6,CA,8,260,17,25,3347,101,183,USA,Rear
Ford,Mustang GT Premium convertible 2dr,Sports,"$26,875",Electric,6,"$29,380",4.6,CA,8,260,17,25,3347,101,183,USA,Rear
Mazda,MX-5 Miata convertible 2dr,Sports,"$22,388",Petrol,9,"$20,701",1.8,CA,4,142,23,28,2387,89,156,Asia,Rear
Mazda,MX-5 Miata convertible 2dr,Sports,"$20,701",Petrol,9,"$22,388",1.8,CA,4,142,23,28,2387,89,156,Asia,Rear
Mazda,MX-5 Miata LS convertible 2dr,Sports,"$25,193",Petrol,9,"$23,285",1.8,CA,4,142,23,28,2387,89,156,Asia,Rear
Mazda,MX-5 Miata LS convertible 2dr,Sports,"$23,285",Petrol,9,"$25,193",1.8,CA,4,142,23,28,2387,89,156,Asia,Rear
Lincoln,Navigator Luxury,SUV,"$52,775",Electric,6,"$46,360",5.4,CA,8,300,13,18,5969,119,206,USA,All
Lincoln,Navigator Luxury,SUV,"$46,360",Electric,6,"$52,775",5.4,CA,8,300,13,18,5969,119,206,USA,All
Dodge,Neon SE 4dr,Sedan,"$13,670",Electric,6,"$12,849",2,CA,4,132,29,36,2581,105,174,USA,Front
Dodge,Neon SE 4dr,Sedan,"$12,849",Electric,6,"$13,670",2,CA,4,132,29,36,2581,105,174,USA,Front
Dodge,Neon SXT 4dr,Sedan,"$15,040",Electric,6,"$14,086",2,CA,4,132,29,36,2626,105,174,USA,Front
Dodge,Neon SXT 4dr,Sedan,"$14,086",Electric,6,"$15,040",2,CA,4,132,29,36,2626,105,174,USA,Front
Volkswagen,New Beetle GLS 1.8T 2dr,Sedan,"$21,055",Gasline,6,"$19,638",1.8,CA,4,150,24,31,2820,99,161,Europe,Front
Volkswagen,New Beetle GLS 1.8T 2dr,Sedan,"$19,638",Gasline,6,"$21,055",1.8,CA,4,150,24,31,2820,99,161,Europe,Front
Volkswagen,New Beetle GLS convertible 2dr,Sedan,"$23,215",Gasline,6,"$21,689",2,CA,4,115,24,30,3082,99,161,Europe,Front
Volkswagen,New Beetle GLS convertible 2dr,Sedan,"$21,689",Gasline,6,"$23,215",2,CA,4,115,24,30,3082,99,161,Europe,Front
Acura,NSX coupe 2dr manual S,Sports,"$89,765",Petrol,9,"$79,978",3.2,CA,6,290,17,24,3153,100,174,Asia,Rear
Acura,NSX coupe 2dr manual S,Sports,"$79,978",Petrol,9,"$89,765",3.2,CA,6,290,17,24,3153,100,174,Asia,Rear
Honda,Odyssey EX,Sedan,"$27,450",Petrol,9,"$24,744",3.5,CA,6,240,18,25,4365,118,201,Asia,Front
Honda,Odyssey EX,Sedan,"$24,744",Petrol,9,"$27,450",3.5,CA,6,240,18,25,4365,118,201,Asia,Front
Honda,Odyssey LX,Sedan,"$24,950",Petrol,9,"$22,498",3.5,CA,6,240,18,25,4310,118,201,Asia,Front
Honda,Odyssey LX,Sedan,"$22,498",Petrol,9,"$24,950",3.5,CA,6,240,18,25,4310,118,201,Asia,Front
Kia,Optima LX 4dr,Sedan,"$16,040",Petrol,9,"$14,910",2.4,CA,4,138,23,30,3281,106,186,Asia,Front
Kia,Optima LX 4dr,Sedan,"$14,910",Petrol,9,"$16,040",2.4,CA,4,138,23,30,3281,106,186,Asia,Front
Kia,Optima LX V6 4dr,Sedan,"$18,435",Petrol,9,"$16,850",2.7,CA,6,170,20,27,3279,106,186,Asia,Front
Kia,Optima LX V6 4dr,Sedan,"$16,850",Petrol,9,"$18,435",2.7,CA,6,170,20,27,3279,106,186,Asia,Front
Subaru,Outback,Wagon,"$23,895",Petrol,9,"$21,773",2.5,CA,4,165,21,28,3430,104,187,Asia,All
Subaru,Outback,Wagon,"$21,773",Petrol,9,"$23,895",2.5,CA,4,165,21,28,3430,104,187,Asia,All
Subaru,Outback H6 4dr,Sedan,"$29,345",Petrol,9,"$26,660",3,CA,6,212,19,26,3610,104,184,Asia,All
Subaru,Outback H6 4dr,Sedan,"$26,660",Petrol,9,"$29,345",3,CA,6,212,19,26,3610,104,184,Asia,All
Subaru,Outback H-6 VDC 4dr,Sedan,"$31,545",Petrol,9,"$28,603",3,CA,6,212,19,26,3630,104,184,Asia,All
Subaru,Outback H-6 VDC 4dr,Sedan,"$28,603",Petrol,9,"$31,545",3,CA,6,212,19,26,3630,104,184,Asia,All
Subaru,Outback Limited Sedan 4dr,Sedan,"$27,145",Petrol,9,"$24,687",2.5,CA,4,165,20,27,3495,104,184,Asia,All
Subaru,Outback Limited Sedan 4dr,Sedan,"$24,687",Petrol,9,"$27,145",2.5,CA,4,165,20,27,3495,104,184,Asia,All
Mitsubishi,Outlander LS,SUV,"$18,892",Petrol,9,"$17,569",2.4,CA,4,160,21,27,3240,103,179,Asia,Front
Mitsubishi,Outlander LS,SUV,"$17,569",Petrol,9,"$18,892",2.4,CA,4,160,21,27,3240,103,179,Asia,Front
Chrysler,Pacifica,Wagon,"$31,230",Electric,6,"$28,725",3.5,CA,6,250,17,23,4675,116,199,USA,Rear
Chrysler,Pacifica,Wagon,"$28,725",Electric,6,"$31,230",3.5,CA,6,250,17,23,4675,116,199,USA,Rear
Buick,Park Avenue 4dr,Sedan,"$35,545",Electric,6,"$32,244",3.8,CA,6,205,20,29,3778,114,207,USA,Front
Buick,Park Avenue 4dr,Sedan,"$32,244",Electric,6,"$35,545",3.8,CA,6,205,20,29,3778,114,207,USA,Front
Buick,Park Avenue Ultra 4dr,Sedan,"$40,720",Electric,6,"$36,927",3.8,CA,6,240,18,28,3909,114,207,USA,Front
Buick,Park Avenue Ultra 4dr,Sedan,"$36,927",Electric,6,"$40,720",3.8,CA,6,240,18,28,3909,114,207,USA,Front
Volkswagen,Passat GLS 1.8T,Wagon,"$24,955",Gasline,6,"$22,801",1.8,CA,4,170,22,31,3338,106,184,Europe,Front
Volkswagen,Passat GLS 1.8T,Wagon,"$22,801",Gasline,6,"$24,955",1.8,CA,4,170,22,31,3338,106,184,Europe,Front
Volkswagen,Passat GLS 4dr,Sedan,"$23,955",Gasline,6,"$21,898",1.8,CA,4,170,22,31,3241,106,185,Europe,Front
Volkswagen,Passat GLS 4dr,Sedan,"$21,898",Gasline,6,"$23,955",1.8,CA,4,170,22,31,3241,106,185,Europe,Front
Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,"$33,180",Gasline,6,"$30,583",2.8,CA,6,190,19,26,3721,106,185,Europe,Front
Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,"$30,583",Gasline,6,"$33,180",2.8,CA,6,190,19,26,3721,106,185,Europe,Front
Volkswagen,Passat W8,Wagon,"$40,235",Gasline,6,"$36,956",4,CA,8,270,18,25,4067,106,184,Europe,Front
Volkswagen,Passat W8,Wagon,"$36,956",Gasline,6,"$40,235",4,CA,8,270,18,25,4067,106,184,Europe,Front
Volkswagen,Passat W8 4MOTION 4dr,Sedan,"$39,235",Gasline,6,"$36,052",4,CA,8,270,18,25,3953,106,185,Europe,Front
Volkswagen,Passat W8 4MOTION 4dr,Sedan,"$36,052",Gasline,6,"$39,235",4,CA,8,270,18,25,3953,106,185,Europe,Front
Nissan,Pathfinder Armada SE,SUV,"$33,840",Petrol,9,"$30,815",5.6,CA,8,305,13,19,5013,123,207,Asia,Front
Nissan,Pathfinder Armada SE,SUV,"$30,815",Petrol,9,"$33,840",5.6,CA,8,305,13,19,5013,123,207,Asia,Front
Nissan,Pathfinder SE,SUV,"$27,339",Petrol,9,"$25,972",3.5,CA,6,240,16,21,3871,106,183,Asia,Front
Nissan,Pathfinder SE,SUV,"$25,972",Petrol,9,"$27,339",3.5,CA,6,240,16,21,3871,106,183,Asia,Front
Volkswagen,Phaeton 4dr,Sedan,"$65,000",Gasline,6,"$59,912",4.2,CA,8,335,16,22,5194,118,204,Europe,Front
Volkswagen,Phaeton 4dr,Sedan,"$59,912",Gasline,6,"$65,000",4.2,CA,8,335,16,22,5194,118,204,Europe,Front
Volkswagen,Phaeton W12 4dr,Sedan,"$75,000",Gasline,6,"$69,130",6,CA,12,420,12,19,5399,118,204,Europe,Front
Volkswagen,Phaeton W12 4dr,Sedan,"$69,130",Gasline,6,"$75,000",6,CA,12,420,12,19,5399,118,204,Europe,Front
Honda,Pilot LX,SUV,"$27,560",Petrol,9,"$24,843",3.5,CA,6,240,17,22,4387,106,188,Asia,All
Honda,Pilot LX,SUV,"$24,843",Petrol,9,"$27,560",3.5,CA,6,240,17,22,4387,106,188,Asia,All
Toyota,Prius 4dr (gas/electric),Hybrid,"$20,510",Petrol,9,"$18,926",1.5,CA,4,110,59,51,2890,106,175,Asia,Front
Toyota,Prius 4dr (gas/electric),Hybrid,"$18,926",Petrol,9,"$20,510",1.5,CA,4,110,59,51,2890,106,175,Asia,Front
Chrysler,PT Cruiser 4dr,Sedan,"$17,985",Electric,6,"$16,919",2.4,CA,4,150,22,29,3101,103,169,USA,Front
Chrysler,PT Cruiser 4dr,Sedan,"$16,919",Electric,6,"$17,985",2.4,CA,4,150,22,29,3101,103,169,USA,Front
Chrysler,PT Cruiser GT 4dr,Sedan,"$25,955",Electric,6,"$24,172",2.4,CA,4,220,21,27,3217,103,169,USA,Front
Chrysler,PT Cruiser GT 4dr,Sedan,"$24,172",Electric,6,"$25,955",2.4,CA,4,220,21,27,3217,103,169,USA,Front
Chrysler,PT Cruiser Limited 4dr,Sedan,"$22,000",Electric,6,"$20,573",2.4,CA,4,150,22,29,3105,103,169,USA,Front
Chrysler,PT Cruiser Limited 4dr,Sedan,"$20,573",Diesel,9,"$22,000",2.4,FA,4,150,22,29,3105,103,169,USA,Front
Infiniti,Q45 Luxury 4dr,Sedan,"$52,545",Petrol,9,"$47,575",4.5,CA,8,340,17,23,3977,113,200,Asia,Rear
Infiniti,Q45 Luxury 4dr,Sedan,"$47,575",Petrol,9,"$52,545",4.5,CA,8,340,17,23,3977,113,200,Asia,Rear
Nissan,Quest S,Sedan,"$24,780",Petrol,9,"$22,958",3.5,CA,6,240,19,26,4012,124,204,Asia,Front
Nissan,Quest S,Sedan,"$22,958",Petrol,9,"$24,780",3.5,CA,6,240,19,26,4012,124,204,Asia,Front
Nissan,Quest SE,Sedan,"$32,780",Petrol,9,"$30,019",3.5,CA,6,240,18,25,4175,124,204,Asia,Front
Nissan,Quest SE,Sedan,"$30,019",Petrol,9,"$32,780",3.5,CA,6,240,18,25,4175,124,204,Asia,Front
Buick,Rainier,SUV,"$37,895",Diesel,9,"$34,357",4.2,FA,6,275,15,21,4600,113,193,USA,All
Buick,Rainier,SUV,"$34,357",Diesel,9,"$37,895",4.2,FA,6,275,15,21,4600,113,193,USA,All
Dodge,Ram 1500 Regular Cab ST,Truck,"$20,215",Diesel,9,"$18,076",3.7,FA,6,215,16,21,4542,121,208,USA,Rear
Dodge,Ram 1500 Regular Cab ST,Truck,"$18,076",Diesel,9,"$20,215",3.7,FA,6,215,16,21,4542,121,208,USA,Rear
Land Rover,Range Rover HSE,SUV,"$72,250",Gasline,6,"$65,807",4.4,CA,8,282,12,16,5379,113,195,Europe,All
Land Rover,Range Rover HSE,SUV,"$65,807",Gasline,6,"$72,250",4.4,CA,8,282,12,16,5379,113,195,Europe,All
Ford,Ranger 2.3 XL Regular Cab,Truck,"$14,385",Diesel,9,"$13,717",2.3,FA,4,143,24,29,3028,111,188,USA,Rear
Ford,Ranger 2.3 XL Regular Cab,Truck,"$13,717",Diesel,9,"$14,385",2.3,FA,4,143,24,29,3028,111,188,USA,Rear
Toyota,RAV4,SUV,"$20,290",Petrol,9,"$18,553",2.4,CA,4,161,22,27,3119,98,167,Asia,All
Toyota,RAV4,SUV,"$18,553",Petrol,9,"$20,290",2.4,CA,4,161,22,27,3119,98,167,Asia,All
Buick,Regal GS 4dr,Sedan,"$28,345",Diesel,9,"$26,047",3.8,FA,6,240,18,28,3536,109,196,USA,Front
Buick,Regal GS 4dr,Sedan,"$26,047",Diesel,9,"$28,345",3.8,FA,6,240,18,28,3536,109,196,USA,Front
Buick,Regal LS 4dr,Sedan,"$24,895",Diesel,9,"$22,835",3.8,FA,6,200,20,30,3461,109,196,USA,Front
Buick,Regal LS 4dr,Sedan,"$22,835",Diesel,9,"$24,895",3.8,FA,6,200,20,30,3461,109,196,USA,Front
